input,is_pd_id,split
A3OB8XVV2KVWQP,no,train
Yumm% GH2C3I5,no,train
B0053WMJLS,yes,train
A1ZAH05F5KXF2L,no,eval
A1UWTXIQ3T165F,yes,train
A2$Q74ATSYA0V,no,eval
B0040PX4XG,yes,train
A3ILKXATA65Z17,yes,train
"B(ware ro5uct,",no,train
ABQWMANK4AR63,yes,train
G8EAT sealth,no,train
A23XOYQ1R88B0H,yes,train
A2RWEHC6ANT13J,no,train
Pretty Good Ri,no,train
ACX7ZPTHDFT2Z,yes,train
A9MDUG5HWPCQL,yes,train
A1QM041A9DGQ3O,yes,train
A4CBTVP6O7SXU,no,train
A3EWEK8RZB0M1M,no,train
ADGIQ18K7W0XB,yes,train
B0064KM8MS,yes,train
A1GW65CIV8C6WM,yes,train
B001HTRDVM,yes,train
A2WY2EOMQU13QS,no,eval
Morningb-y,no,eval
A1R6LLG3KGMFMF,yes,train
A2QL2QJH2XM7IK,yes,train
B003VNCSD0,yes,eval
B0017NEY42,yes,train
AAP4WN9g te,no,train
A3RSXTJ29W69UI,yes,train
A3MJFSHHU6LFF8,yes,train
4 Dogs and ALO,no,train
A2ES8TK8ZTVIGU,yes,train
B003Q9YP6C,yes,train
A1YLEB9Q5JNKXG,yes,eval
A9PZDGM2EMWVR,yes,train
B0000CD9V4,yes,eval
A3PS4V0JQ2003X,yes,train
AMOMITKUQYLEH,yes,train
A2EPQ0X20XEWC4,yes,train
A284JKA5SENDC0,yes,train
A3L1PQRIY974IX,no,train
A26KXNN6H1IL0I,no,train
Dodo br8&!!,no,train
A11C1IHP88PWH5,yes,eval
A184JW2XB6N08Y,yes,eval
A291ZW0VWGH03U,yes,eval
ATZTCJtomat,no,train
B005BZ25SO,yes,train
A2VWPXB1482ZHQ,yes,train
WAY WAY s*u,no,train
A1G3NFUBAMLV26,yes,train
A37PAA139WU,no,eval
APBDZ88BBTN4F,yes,train
B005I0JKGC,no,eval
%orks w9TE,no,train
AKTS23HBERH3,no,train
B000FQ0PVS,yes,eval
Happy HMG9,no,train
A distinctly r,no,train
A2DCWJN4ZXC0VR,yes,train
A6B8K2EMIBT0Q,yes,train
Hard to fine T,no,train
Refresh1IHAZ1P,no,train
A3BW9EL64REQIV,no,train
B000R on Fi,no,train
B001E5DZO8,yes,train
B004QGYSHA,yes,train
A37QQNSDTVN5L2,yes,train
A32AF6CGHRT5I8,yes,train
B0070EUICY,yes,train
AFDYDL927PWH1,yes,train
B0040LMQ6Q,no,train
A174TQE60BB75J,yes,train
A1LDMFPFRX02Y6,no,train
A3OD1H0GY3K,no,train
B0007S70SK,yes,train
A3L9B10V80RNS5,no,train
A5QZXV8E3V2C,yes,train
A3K2JPGF8RAUEW,no,train
A38OMS3C37BJI,yes,train
A1LIEBAHICIPAZ,yes,train
AC6Z0Vasy m,no,train
A2PZID9MW7I684,no,train
A2YEQY9g D9sa,no,train
A2PWNYM29NJ2J4,yes,train
A148Z6ODSMC7SL,yes,train
Five 667C7H88,no,train
933Y649ul ),no,train
A1UYDPLYOQAJNH,yes,train
B000WR8NSM,no,train
A3MI1GRDSACD7K,yes,eval
A39EHHWIUND7AL,yes,train
ARWUG3ZK1L5IP,yes,train
A2M0AZ4KZE0EPD,yes,eval
A1COQQJURBCCQI,yes,train
A3710B30O9ABJR,yes,train
A3A6IYAKLQA5QZ,no,train
a little goes ,no,train
A1FQ9WDAPO4HPD,yes,train
A1GQTMVF3LMPD5,yes,train
A1WHA5GHL094TT,no,train
A39C0A3UIIHJCW,yes,train
A3GL7IXJG6Y02J,yes,eval
AQ9W10XAP8VW9,yes,train
the best cat w,no,train
A1IQZ5UVHKQ36N,yes,eval
A1I8F6JNIVQ6RW,yes,train
5 gr0mseds,no,train
A3OHSSRPES47J4,yes,train
A13F0WN9QCB0QI,yes,train
B000LQN5MI,yes,train
A1T3F0Hou8d,no,train
AX7TXJXM688C3,yes,train
Contains ASPAR,no,train
A2YZ3GOKTMV8VE,yes,train
AXTN5MQO9177O,yes,train
B0039QQXSK,yes,eval
A3KXEY1RUSMNAG,yes,train
Love Thcious!,no,train
A3VZVBQ1KNDJCA,yes,eval
A29UT1LEPDQT+,no,train
A^BYZ4Granul,no,train
A3IGJQFW8SO5TN,yes,eval
Went from $21 ,no,train
A2XZMXTSVGJ37T,yes,train
A1V3DV7EHWTL29,yes,train
Gr0a# 85UQ,no,eval
-lein1st I ,no,train
B0078DPKSO,yes,train
A365C4BNY9DI42,yes,train
good for frenc,no,eval
B008H7X8AM,yes,train
B000EPOC32,no,train
A1UMI37wo8,no,train
A5GC3ILpum,no,train
A3SU9XCV2M1AKP,yes,train
A10526Ft H,no,train
A1E5EOB3XY170L,yes,train
T0ird #J809W,no,train
B00757FH54,yes,train
A2CSO4E15S3LOC,no,train
I stopped feed,no,train
A1HBDU7S0YXUC2,yes,train
B004HYXZB6,yes,train
"Part of the ""O",no,train
AVUL3EWVJQ5DN,yes,train
A89TH2eeds R,no,train
A3J803EE67JVS2,yes,train
A3B9TAUHMPBSC3,yes,eval
A3FQGZM60R46S5,no,train
A37TBVL9EBQP7C,yes,train
^oo hotDD68,no,eval
A38E09FHXW8Q3S,yes,train
A3QYHV$7HQA,no,train
A2UF26QIGM8BI1,yes,eval
No. 1 in my 1s,no,train
A3EX1EWOQ2IRYN,yes,train
A12$S1N9TWZNFE,no,eval
0lack CBCMC5,no,train
A1Q57BJ4KW8XJ1,yes,train
B0032EXNV4,yes,train
How do you tak,no,train
AOYVUS0KLNBTK,yes,train
B001DWEIN4,yes,train
A_60CFRTWG,no,train
Love Bob's Ste,no,train
A2NI1I3ONJIPTB,no,eval
A3TVI92Love ,no,train
AWV6207BCLF0Q,yes,train
B001BZ7Z06,yes,train
A2W61MH8OBMM5Q,no,train
Great Oats!,no,train
A307U3NJF5AZ43,yes,train
A3596IAONXCTY4,no,train
AXPYUSKEKC9G6,yes,train
A2FBH3FCHCL25Q,yes,train
B0018CE7D0,yes,train
bet gum ever,no,train
A29BTC63YVJLHE,yes,eval
"No taste, very",no,train
A1YS7FIL4R502S,no,train
nutiva K0V,no,eval
B0017T6S2W,yes,eval
A21C2PUC8JQ6HR,yes,train
B0254X9ZSU6,no,eval
A2EOBH8E5YKXFJ,no,train
Brew it cold!,no,train
A2EELV8R4P48QA,yes,eval
A17MC8OJW8NI55,no,train
fabu7ouZ1AS,no,train
A3AAWP3AWC4UR1,yes,train
A1N8CD9AX7BQE5,yes,eval
ATP737OSMXNUW,yes,train
ANPAI61AR0AT9,no,eval
A3K7H7RBZZ8DGD,yes,train
A2UU4VPLQNZWO,yes,train
A78TC1d9as ,no,eval
A70BSERKJY06N,no,train
A3J8S3V1DW00PD,yes,eval
B0006NLXL6,no,train
worst coconut ,no,eval
deeeeeeeeeeeee,no,train
A3GJNMVPDRVMY6,no,eval
AR24BJZEST7CS,no,train
A32UE8EWR4CY1T,yes,train
B000X1K91Q,yes,train
ALMOST AS EASY,no,train
B003EE0CHA,yes,train
A2NVX117EFIW7Q,no,train
Almonds Roaste,no,train
Classic Better,no,eval
A3TZ67ALRQPX2F,yes,eval
A1WRSE1YSNDUD,yes,train
A1Z96YJ^ pan2,no,train
A10U!D^600,no,eval
A2DB2TM0JFAYZK,yes,train
C5vers RK2R6K,no,eval
B0047LTK0O,yes,train
A2XT17SS7J7BE,yes,train
A1KAZC6EP1UMGD,yes,train
Deep Color and,no,train
A3SL14VORBWNLD,yes,train
AHSF4UJ7NJ0V3,no,train
B000W59DQU,yes,eval
not 1563HE9P6T,no,train
A3RC(=A - Bu,no,eval
A188XJ8PID8F6E,no,eval
A3CM-6Oatu,no,train
B00481WWBW,yes,eval
B001EO605K,yes,train
A2ULCJD3E9FP2M,yes,train
A4USFJN9JDRM2,no,train
A1V7SFJBSV6FX0,no,train
B001E0WFP8,yes,train
Great...if you,no,eval
B)05Lan# cans ,no,train
A1QXI1Z892,no,train
A2SDMHA87L289N,yes,eval
Pr9tect500,no,eval
AAK445 9on7t,no,eval
A9PIGTPk%ng ,no,train
A352K8DTOXPDCW,no,eval
AFXJPTU48DPV2,yes,train
A13OG54VU4SQQ4,no,train
A2UHHEP0J237RU,yes,train
A2HG$USRUK,no,train
A2EKKV5EOZHQX5,yes,eval
AJ832RVIRZNW0,yes,train
A3EFPSWVMV0220,yes,train
A1FKD4A3Y1B0OX,yes,train
AQ8WA0urries,no,train
May Not be Bes,no,train
A2OY1LJKDRNBEO,yes,train
B004ENHZVQ,yes,train
A1DRHQOA0DX5JU,yes,train
B002TOMOSQ,no,train
A9I977GWWGZ8,no,train
GE7TIN@ET5G,no,train
A1ZB1PM6HU7UM6,yes,train
now (I62)4,no,train
A2A8MQIVGZI85A,no,train
AEF28BOLVXX4D,yes,train
Mini C0S4S40,no,train
A3832409TQ6PQN,no,train
A1PUO5CCZL1JR5,no,train
brojke changed,no,eval
AQSNX93UUV9AV,yes,train
I depend on Am,no,train
A3UWAM1G3P7_Z,no,train
B001VJ5BLC,yes,train
T-disc latte,no,train
A1S5MZNQ5CYK0E,yes,train
*3CL7YHG&H6,no,eval
what71SLU6ZY,no,train
B002YBEFBI,no,train
Pretty Darned ,no,train
B0063BM4X0,no,eval
B00061UKLM,no,train
Salty DBF1P7UO,no,train
A3S2MG6K8M2P3H,no,train
3000PA80DFQ8,no,train
mmm!( selle,no,eval
B0040PUR6S,no,train
B00226EO9S,no,eval
A3SYA9Q6PJ4QCH,yes,train
A2TIWPCKWU4,no,train
A6Z8LBLXYMW6P,no,train
B000QWE76U,yes,eval
B0011T4QCW,yes,eval
A20CTQS416H9TB,yes,eval
A3JPSC81MFDXH,yes,eval
AA5R1Y cat,no,train
B001E6EJX8,yes,train
A3PFT8ELF8*QU,no,train
A286L7UOWJP96T,yes,train
B002F8GHU8HUSB,no,train
B009MRNOR8,yes,train
A3PGXV^i5ing o,no,eval
B0000DCXCM,yes,train
A3MCF1Z822FDIK,yes,train
A16V3EYOUEWZFH,yes,train
A31OUQVNMLCC9H,yes,train
A1VT64WFVGDRU,yes,train
Favored drink ,no,eval
A679NSo =e1ax,no,train
A33YKCNDREXEB3,yes,train
AHS0PKJQWMM73,yes,eval
B00294Z8MA,no,train
Beaut8fd1w,no,eval
B001LQNXWE,yes,train
ACLQ6WQ85POKA,no,train
A13RF7W3A98FS0,yes,train
A33WM7N3DJMTI4,yes,train
AMO1SVIVZ249,no,train
A3R53DWURITRQL,yes,train
A2EHRJQJIQIWD3,yes,train
A1GP3OV48DG50L,no,train
A2V576O8N1GROI,yes,train
CarawayCF1XHE,no,train
A2267O70R3UESU,yes,train
A1JKTAVUSHG5A6,yes,train
A2CRDGG4P7KGJB,no,train
B0001KL70Q,yes,train
Great c the v,no,train
A3MTT7POV06B7W,yes,train
A2MU2XLP3COYZ3,no,eval
A3TW2S8IS3WZ4U,yes,train
A1KJRUTt so ,no,train
A37V85PP7UXG1F,yes,eval
4=CWLJN5$FC,no,eval
A3A0G556OHV03F,no,train
B000UXUKJ8,yes,train
A3SFJVWYQ5LYZP,yes,train
A1B64OPBL06ZV9,yes,train
Oakland040G,no,train
A17TPOSAG43GSM,yes,train
AZAW7CE5G0WL9,yes,train
A1J6!@Fd bo,no,train
F8BULX3EDD9,no,train
A32WDYWUMIFXZ2,yes,train
Greenie4XE,no,train
A1XTX9FJ36APMG,yes,train
A17VB0Q0XLFH5F,yes,train
Makes 4IDX,no,train
A&40M1=GD6,no,train
B007AUTTKK,no,train
Spoiled nutmeg,no,train
A18O7HJIJNTO46,no,train
A3R8XVXFHWC9Z5,yes,eval
A2732CGBOB7P94,yes,train
B000DZG3PS,no,train
A3J3$JIY4U,no,train
A133L1CHT4TRFK,no,eval
B000WKXVEU,no,train
A1U7SXZBED F,no,train
AWNV3TK4FNF45,yes,train
B0000E5L18,yes,train
A1PIXGJ6BVD5RH,no,eval
Yummy!! good o,no,train
A2YQR65$F2J,no,train
A19L6I230VFUB8,yes,train
%1AQSC1K3CO,no,train
B001KW900I,no,train
B003SNC=8J,no,eval
A2K329DQJSSJC8,yes,train
A3U0JUY617H25H,no,train
A1O6D7MXKCY2SN,no,train
A10FWBSGBUZA2A,yes,train
A1JWIXVDARY2CL,yes,eval
A26FRGMW71X12N,yes,eval
A334II+like Me,no,train
AAZQH8JTQGU9J,yes,eval
B002GWHE54,yes,train
A10L#0G1N6MR,no,eval
B0016L3X6A,yes,train
A2VDLZ1P6R85ZQ,yes,train
A20TCO3S39V0LB,yes,train
B000KPXTZS,yes,train
A2GNIQJAIUI8W9,yes,train
A39ZZSD3GKAA72,yes,train
A26N3GLFUNS4NL,yes,eval
To my astonish,no,train
A14WDY7GZGA96I,yes,train
ANKTGEU1BMWDK,no,train
B007ZUH2U4,yes,train
B002MV23XM,yes,train
AUO2MP69QQ4BJ,yes,eval
A1V7ME9D017USC,yes,train
A36NUUURVWIHLC,yes,eval
Hard to Descri,no,train
A3K8O53JFRHKNL,yes,train
A2PGEMNPMY47CN,no,eval
A)FN+W3B1M,no,eval
A32Y5L6MQ62KM8,yes,train
A3V3NR15HUEN28,yes,train
A3S8FG6DVBZLPU,yes,train
M3d2ool... bu,no,train
AE2FJJ3UM4VS7,yes,eval
LOVE THEM!!!!!,no,train
A2DYAJFHNUDQ7B,no,train
Damaged Cans =,no,eval
AZX3LW4HHPNCV,yes,train
I wanted to fi,no,eval
A28ZU7QFree,no,train
A1ZM91YCYSNX7C,yes,train
B0016CQST8,no,train
A3HIPJKMNZD46E,no,eval
A3R8VW5BMYTDTT,yes,eval
ANHTV8079PR20,yes,train
A HoneyTS56T8,no,train
A26ZNAB1KOL7MS,yes,train
A50WC9 So31oo,no,eval
AWTWEUFWLK,no,train
A14QNO4ZUWADO0,yes,train
A1FYPUP7RUAGDL,no,train
A1Z3H56OR0DP8W,yes,train
B007KZK1M0,no,train
ATQHTQS12AJT2,yes,train
Great @ocks!,no,eval
6-t=nseV9I,no,train
A5DHFFrey Tea,no,train
ACZJER77ZSMFZ,yes,train
A3O27FIWJMNVOA,no,train
B001QTRGJC,yes,train
A1W1SG0FF2GGPH,yes,train
Fresh Pop Tart,no,eval
B0042T6QRQ,no,train
Arizona Mandar,no,train
B000LKZ61W,yes,train
A1D7S273FFUHYJ,yes,eval
"41GZIAQred ""C",no,train
A3P5L7A3HZAXAQ,yes,train
APCN67SRPQJDR,yes,train
A17HM9ZIAEXYMX,yes,train
A3QDN7VL-MIE,no,train
OUR BENB_V,no,train
A4D2PSM4IQ344,no,train
A1IH72YVB5H6XC,no,train
B001KPL1PM,yes,train
Sad RepPJO,no,train
A2P0ELZ8ANXRBL,yes,train
A2B74OIVZHLF0U,yes,eval
A2IP9K8YHF11G5,yes,train
63FZ1XR for Ba,no,eval
AVH11WSMMLDW3,yes,train
A1YYN01ar0,no,train
AHX7KC9KNXFCM,yes,train
B00472OAJ4,yes,train
Shoyu Sauce,no,eval
A72XR6GTVH4TY,no,eval
A1KMZUDDFRC539,no,train
A15DMJJSZ6EU3Q,yes,train
A2N58A58TUKZHO,yes,train
Not enough tim,no,train
B0005YL6QI,yes,eval
B000VSDE5Y,no,train
AB3R1E79TGYCR,no,train
A2L2P1SL0KK4R7,yes,train
A89H8NMFKJZYR,yes,train
B000V6L2FU,yes,train
ASJX3U2W1IK2N,no,eval
A3HGLN98AST25,no,train
B000CDI0PC,yes,eval
A14UCRFXUBFEO7,yes,train
A3AAMNSHR6,no,train
WILL EAT WHOLE,no,train
A1GYLMKXOAZUAL,yes,train
A2B120A9Z095Y7,yes,train
A13GUMRKPEB6TK,no,eval
A343NAS27YC3KI,no,eval
A3D39RBIGANWRS,yes,train
A39F0ONWTVV7SQ,yes,train
ADNZLSJ4Z0)7X,no,train
A39D7XYI9I6T6B,yes,train
A2VQPVRO5WZUZD,no,eval
A31FFZGC7Q,no,eval
A14SVIGYW8EW31,no,train
So simpeall,no,train
Dog tre%1V,no,train
A3F7IJVDVUA53J,yes,train
A18M33QLG18MD4,yes,train
A1ZZH25her7 ,no,eval
AK09B59OECL9D,yes,train
B008Qe the ,no,eval
A321V3IRHNJO9U,yes,train
Best flossie -,no,train
B0034UCHAY,yes,train
AISNB48O18QRP,yes,eval
Good $738B9C,no,eval
B0030Z8SLK,no,train
A15FK01AURVICT,yes,eval
A 5ell2 Th,no,train
A2KLBD5R14785F,yes,train
B000CRIUNA,yes,train
A1NVZNIM4F2LIW,yes,train
B003TDM95Y,yes,train
B0005ZEG613DQ,no,eval
A34QWYK4H3M6AO,yes,train
A206I3R30YR1UW,yes,train
Garlic salt,no,train
Close to the b,no,train
ALFAV6111FPM5,yes,train
B006N4UQ94TZ)9,no,eval
American vs. C,no,eval
A3Q9GHBBYIXSW2,yes,eval
B203JFBGW7A,no,eval
A3MSHDX7J6G57U,yes,train
A1D59E BBQ ,no,train
A20LZR6N1W,no,train
TAS=Y GRJL6Z,no,train
A3AAISHQ28Z128,no,train
A2QFZWFB86T54L,yes,train
B001L4ELRW,no,train
B0047R62POR,no,train
not enough nut,no,train
not jusi7 the&,no,train
A3BFKMY97NT54B,yes,train
A2YXU4SGGU7WL1,yes,train
A1XCCS7VLCBL9I,yes,train
A2IMRLUPWQUHM7,yes,eval
A19HF3JQZQJUDC,yes,train
B001CHYDAS,yes,train
AXJZ1BGURHFGQ,yes,train
930MK5R6K(HG,no,train
2003Dawhid,no,train
A3URMLOG20LEJJ,yes,train
A32KRKQILLHZ19,yes,train
A1DBSB+SNY,no,eval
smaller than I,no,train
A3F3WCH2IG3K7,yes,train
B008004YDG,yes,train
B002ANCCB0,no,train
A1ABX3OH0BF1DX,no,train
AMPAX75O6Q2D,yes,train
AXS9PHMUHOBVO,yes,train
A1GR3XVQXALH2E,yes,train
A20THZW50YXTZ0,yes,train
A2BSOJPDMQ0EME,yes,train
great plant of,no,train
B001EPPEYW,yes,eval
A26U0RB7XFY2TM,no,eval
A15P5V2WZB0E81,yes,eval
A2O0OMNWUPRF59,yes,train
A3P2Z4OGWMC8DA,yes,train
A10J-R+VO1F2,no,train
Rock Ca2EBV,no,train
A1Q0VQ2TZTJAIM,yes,train
A9UCZ8&t par,no,train
A3VISBBXIK29B3,yes,train
B001KVRLBY,yes,train
ASYQVU ar4,no,train
ABCXJIXC6Q6EB,no,train
Love these Swe,no,train
AWH3T7QHREHVO,yes,train
A2H4VY90RGENJM,no,train
BEST MIX WITH ,no,train
2000H75ER#,no,train
B002UDZ064,yes,train
Better SYT5AG,no,train
A1ZPALFR6ZYKRH,no,train
A8JHI21S6GRZV,yes,train
A36SKOVCAHP4WE,no,train
B0000DG5B4,yes,train
B0009 Baco),no,eval
A3IY05KD5M930P,no,train
B002GJY2CU,yes,train
ABVITEQJ9UJ5X,yes,train
A2M4RANZLMN98R,no,train
A3MVZSDCVEU47,yes,train
A176E94N0G2HIQ,yes,train
A155V7PRZH7LDD,yes,train
A2KEPOFH4CQXSY,yes,train
A2MN84WJX10+7O,no,train
A3FLVKFONW14U9,no,eval
A1RE7B6I5NE2C5,no,train
How to ast ma,no,train
B000634G06,yes,eval
A10ZT9ZYRGPF41,yes,train
A2SL95JKG2HPLD,yes,train
A Sweet Deal,no,eval
Ul+imatNU3GV((,no,train
A3CDLFI070804V,yes,train
easy process,no,train
A8FBGZZMRPTWU,yes,eval
A3GJNMVPDRVMY6,yes,eval
AVOCRJQDN77L2,yes,train
APHHGE08I0YWW,no,train
B004WDD3U0,no,eval
A16FJUTEH76HE6,yes,train
ANPAJTUFGCRDS,yes,train
A3AZ37ZB5FYYZZ,yes,train
A2NAGBSD39RKIP,yes,eval
A1OMJJ9W9YOEHW,yes,train
B000C produ,no,train
A1GW8I4GKG3HD0,no,eval
B0019KAQRW,yes,train
A2034J7RK8ZIP8,no,train
B001OCKIUA,yes,train
Yummy Delight ,no,train
AGAW5IVZF3ON,yes,train
A2B2JM8QHWG52T,yes,train
AVP2XD3BM5LJ,yes,train
A2YWWL9SV8OB8F,yes,train
A1RCT9IXDDPD3E,yes,eval
Satisifys that,no,train
NaturalU3G,no,train
B0016B1WSG,yes,train
get some today,no,train
AEBYQ5KXVJTEH,yes,train
B00032CT4A,yes,train
A175I50TW60R4W,yes,train
A21N20QGFUWFEC,yes,train
A2INQVQYW7ETYV,no,train
Love went0re,no,train
Good with a sa,no,train
B001&J383RJJ,no,train
Bre=kfaZRX51L,no,eval
B0058=UIX1,no,eval
B000XXQLYB,no,train
A22+YTJLZ1,no,eval
A2LER7F87YD0JV,yes,train
B002R86R1Y,yes,train
A1QNIB8NSXMXJS,yes,eval
A4Q5GGSRGMZNP,yes,train
B000GG0BNY,no,train
A2SR0JCU02EYGS,yes,train
A1LCILCI32SFTV,yes,train
Pri(ey d s4rat,no,train
B003WYFCVS,yes,train
i see many nut,no,train
B0059WXJKM,yes,eval
A%OKWY01RV9,no,train
A3KK1OAV6BQAYV,no,eval
Cat L5N7AM,no,train
A3I1BREGDZAXAZ,yes,train
H)9lthyJE43UQ,no,train
A2JE06AC1KF43B,no,train
A13PWIXLK5TL9R,yes,train
) very and ,no,train
B0001VWG50,yes,eval
A1YPE8USDA5X2A,yes,train
A2I5EYG1YB1W58,no,train
Only the shape,no,eval
A2KVTFNY5QGXEG,yes,eval
A2NP8UGYYU82I6,no,train
A2RII61MVDEDPI,no,train
A1HYH9YTKPEBPL,yes,train
KelloggNC%G,no,train
Lipton Tea Gal,no,train
A20ZD0LEEWAX7I,yes,train
"Bitter,ut g6",no,train
A4F2PIC8LDZRI,yes,train
A1VHXCUIFJAT6F,yes,train
A2YK7UAKWDB5MH,yes,train
A86F3IMGB9G4H,no,train
Best tasting J,no,train
AKUFIBIDL1T06,no,train
A3HEUHGV7K9XPB,no,train
A1A05MEOI$SPL,no,train
Gluten free Ba,no,train
A3UZ79HCWZGC5R,yes,train
B0019VD1ZU,yes,train
A1W4SFZncen,no,train
A29MYMSQXANJCY,yes,eval
4ice fG1od,no,train
A3OJCBXU9GW7ZL,no,train
A1BM4V93JDRC12,yes,train
A26LF1DB+O,no,train
A1OH82LWDR5HBG,yes,train
B000EHW0WA,yes,train
A29IQ3WAB9OOHJ,yes,train
A9ALZVYU0U8GA,yes,train
A1JPYGJ5FKGKSW,yes,eval
A241KJEZHK5RMX,yes,train
Redi Burger is,no,eval
B002ITCXHO,yes,eval
A2ZKS08CXKPZNF,yes,train
A2EOXZBMI70VF7,yes,eval
A26WVSWPWL4AU8,yes,train
Good fo00-9IR,no,train
Sprinkle it on,no,train
%007P3B7UDA8,no,train
A2LF0Y19HVF9IC,yes,eval
Chick-1THLTO8,no,train
A1CJOSIKYXIQFQ,yes,train
B00196SUL0,yes,eval
B000SAPX7W,no,eval
AMYNQXH6171PN,no,train
A0DAU7FNHIN5H,no,train
amazon-1PLR,no,train
Great Food; Ea,no,train
B002B6XML0G5,no,train
B001JP4YB6,yes,train
Truly D=o7 ,no,train
A3MYZ3Nt1 th,no,train
ADGI0R270ECRIJ,no,train
A1JF46VY3OLPPP,no,train
B0017T1LI8,yes,train
A2TIK8ILJL9Z2S,yes,eval
B0027MIP9C,yes,train
416Q8YJ so,no,train
A3EJQS7FQTSBKH,no,eval
Fabulous Herbs,no,train
A32OS08EJEK03N,no,eval
arrowhead flou,no,train
A30DX2NMU5BY1L,yes,train
A2H14QVSYA532R,yes,eval
A1AXXMJQ3NDIFK,yes,train
AYF78YDICTI3E,yes,train
AQD5N2Q89L40G,yes,train
A1PXMJLPWFST1H,yes,train
A28TTKQ90HH,no,train
B005LURI9U,no,train
T2e5OriE8C,no,train
B0005YN0OE,yes,train
not so everlas,no,train
A5C6GN3APIOJF,yes,train
A3CFM00rtame,no,train
A1ISW77AQSC1XC,no,train
B001EQ5S9C,yes,train
One of 6r ,no,train
B0093A5V3O,yes,eval
A11ASLOK5QF2JD,yes,train
A3EZVGM2OJ6C6N,no,train
A3C3EHGP7Q9YQX,yes,train
its peanut but,no,train
Christmas Fun!,no,train
AO47XMIIHFIHQ,yes,eval
A1A2ABYLAG0IH3,no,train
ACTSPBEX8BB03,yes,train
A3U3Y2WWBBPJFX,yes,train
A11D1A3X7FMCWE,no,train
A1JYRGUF87YQSW,yes,train
A3JDTW3LJAZSBF,yes,eval
B004IMN4O0,yes,train
A1BUV11CUE30V7,yes,train
A2QC5UON83INBQ,yes,eval
Quaker s !u,no,train
A3KVG7ASWJ2TRZ,no,train
A3MF7BVY1MNZ2M,yes,train
A2QQ44XE6J97RH,yes,eval
A3NX6OJYZXKDB7,yes,train
A3M1M8VQUZ7F44,no,eval
A3U7OJN16SN6DW,yes,train
A7JW8V5J0TLD2,yes,train
A31P9EOGWB0DVN,yes,train
A12MZZEEWPQWTV,yes,train
Cute tea pot,no,train
A3938XSDENB7QR,yes,train
A1V9BRJWNMK5JM,no,eval
AO6UAATQ27EIV,no,eval
A19R72EJ4918Z3,yes,train
ARHCG6V9V6E5Z,yes,train
A3IYFX04J596X8,yes,train
L@ve Mis g+t d,no,train
B00405F6A0,yes,train
A2QPGPVLRVR6NP,no,train
A1BUEFILIAGKZZ,yes,eval
Kona is my fav,no,train
A4U5468S4SOJH,yes,train
A2NIBS1BJ7EX7,no,train
*0010F1AL0,no,train
B0014EQIMU,yes,train
AWARD WINNING ,no,train
A2X5L1N5RMW1MM,yes,train
AXJ9CA49XN4HY,no,train
AM38W1OCTO8NW,no,eval
B0025unpo7pe,no,train
A2C4AAKTLL4IZF,yes,train
A3DWLY6E534S53,no,train
A3A009FL286M34,yes,eval
B0031TX7NY,yes,train
A1PV11BN2FL1OA,yes,train
B004NFOIFG,yes,train
A6VMT9=ogs,no,train
A357B754YC18A6,yes,train
A3AANO0IG9,no,train
A21V7URC2KQSUA,yes,eval
A2AI475Q9VJBZO,yes,eval
A2KN52Peal i% ,no,train
A2H*D0Orod,no,eval
A35YCECKSFFPBG,no,train
A1Y198Y3XQO73R,yes,train
who is d flavo,no,train
B0079BSY6U,yes,train
A2BZ8FP5ZX4E0T,yes,train
ABLFDEV3NBP01,no,eval
B001EO7GH6,yes,train
A1NG5*TBKV5TB0,no,train
A3UQTVEDYU4PB,yes,train
A3MHYLTKLITXEV,yes,train
A7SYMEN7XOPWC,yes,train
A3JRXG0RYYKYHR,no,train
B001ET5Z42,yes,eval
A2VDIU6H955TJK,yes,train
A31KBO106ZLNTV,yes,train
These are smal,no,train
A3KJIAH5FPRZTK,yes,train
A1W5CZPZBS3V01,yes,train
A31C2Z3C31NU2B,no,train
B00092uc& ,no,train
A2619NGD5F63H,yes,train
A1D*ZB6JM6SZ04,no,train
SHE RAN OFF WI,no,train
A23MVKSY3ITUE6,yes,train
B0055UBH4S,yes,train
*ery b6ASTI,no,train
A1JNQNYQUAX3D7,yes,eval
A2D86!NAVS7,no,train
31FA062D&DLGE,no,train
B0045S05EO,no,train
A26TVLT787502Y,yes,train
B007RGGDQK,yes,train
ATY87SSGU6ZIU,yes,eval
A1W7X9TOQA9BZ3,yes,train
AVTWB2RF4CK03,yes,train
A2IFKH3XZ7N,no,eval
A2YQGSMT5K1ULR,yes,train
A2YK6NT3SSS9VR,yes,train
AKIYYGIISGNCA,no,eval
A3EKTQ8RTDB7CJ,yes,train
Enjoyable Snac,no,train
A15RK0LKR2LCWW,no,eval
AG4AEU0L4W2ZC,yes,train
A2I7NGKA8LPN89,no,eval
A3AGMP5SGSAT2T,yes,eval
B002QT1U9S,yes,train
B0014otch ,no,train
A$H38Zgrea,no,eval
I happe_02,no,eval
T4ste gUAW,no,train
A12UCV7787QYTP,yes,eval
B+045 crys4ali,no,eval
A195ZRUO20CRGW,no,eval
Exactly like A,no,train
B003EMUHR2,yes,train
A13ESI2BHSDXN4,no,train
A13K83WUZT8WOS,yes,train
Fantasteans Ar,no,train
A99)PU7F1E4,no,eval
AIUM31TRX9ASB,yes,train
A11BZ9Le3fect,no,train
